0	0x0000	Ericsson Technology Licensing
​280	​0x0118	​Radius Networks, Inc.
​281	​0x0119	​Wize Technology Co., Ltd.
​282	​0x011A	​Qualcomm Labs, Inc.
​283	​0x011B	​Aruba Networks
​284	​0x011C	​Baidu
​285	​0x011D	​Arendi AG
​286	​0x011E	​Skoda Auto a.s.
​287	​0x011F	​Volkswagon AG
​288	​0x0120	​Porsche AG
​289	​0x0121	​Sino Wealth Electronic Ltd.
​290	​0x0122	​AirTurn, Inc.
​291	​0x0123	​Kinsa, Inc.
​292	​0x0124	​HID Global
​293	​0x0125	​SEAT es
​294	​0x0126	​Promethean Ltd.
​295	​0x0127	​Salutica Allied Solutions
​296	​0x0128	​GPSI Group Pty Ltd
​297	​0x0129	​Nimble Devices Oy
​298	​0x012A	​Changzhou Yongse Infotech Co., Ltd
299​	​0x012B	​SportIQ
​300	​0x012C	​TEMEC Instruments B.V.
​301	​0x012D	​Sony Corporation
​302	​0x012E	​ASSA ABLOY
​303	​0x012F	​Clarion Co., Ltd.
​304	​0x0130	​Warehouse Innovations
​305	​0x0131	​Cypress Semiconductor Corporation
​306	0x0132	​MADS Inc
​307	​0x0133	​Blue Maestro Limited
​308	​0x0134	​Resolution Products, Inc.
309​	​0x0135	​Airewear LLC
​310	​0x0136	Seed Labs, Inc. (formerly ETC sp. z.o.o.)​
​311	​0x0137	​Prestigio Plaza Ltd.
​312	​0x0138	​NTEO Inc.
​313	​0x0139	​Focus Systems Corporation
​314	​0x013A	​Tencent Holdings Limited
​315	​0x013B	​Allegion
​316	​0x013C	​Murata Manufacuring Co., Ltd.
​​318	​0x013E	​Nod, Inc.
​​319	​​0x013F	​B&B Manufacturing Company
​320	​0x0140	​Alpine Electronics (China) Co., Ltd
​321	​0x0141	​FedEx Services
​322	​0x0142	​Grape Systems Inc.
​323	​0x0143	​Bkon Connect
​324	​0x0144	​Lintech GmbH
​325	​0x0145	​Novatel Wireless
​326	​0x0146	​Ciright
​327	​0x0147	​Mighty Cast, Inc.
​328	​0x0148	​Ambimat Electronics
​329	​0x0149	​Perytons Ltd.
​330	​0x014A	​Tivoli Audio, LLC
​331	​0x014B	​Master Lock
​332	​0x014C	​Mesh-Net Ltd
​333	​0x014D	​Huizhou Desay SV Automotive CO., LTD.
​334	​0x014E	Tangerine, Inc.
​335	​0x014F	B&W Group Ltd.
​336	​0x0150	​Pioneer Corporation
​337	​0x0151	​OnBeep
​338	​0x0152	​Vernier Software & Technology
​339	​0x0153	​ROL Ergo
​340	​0x0154	​Pebble Technology
​341	​0x0155	​NETATMO
​342	​0x0156	​Accumulate AB
​343	​0x0157	​Anhui Huami Information Technology Co., Ltd.
​344	​0x0158	​Inmite s.r.o.
​345	​0x0159	​ChefSteps, Inc.
​346	​0x015A	​micas AG
​347	​0x015B	​Biomedical Research Ltd.
​348	​0x015C	Pitius Tec S.L.
​349	​0x015D	Estimote, Inc.
​350	​0x015E	Unikey Technologies, Inc.
​351	​0x015F	Timer Cap Co.
​352	​0x0160	AwoX
​353	​0x0161	yikes
​354	​0x0162	MADSGlobal NZ Ltd.
​355	​0x0163	PCH International
​356	​0x0164	Qingdao Yeelink Information Technology Co., Ltd.
​357	​0x0165	Milwaukee Tool (formerly Milwaukee Electric Tools)
​358	​0x0166	MISHIK Pte Ltd
​359	​0x0167	Bayer HealthCare
​360	​0x0168	Spicebox LLC
​361	​0x0169	emberlight
​362	​0x016A	Cooper-Atkins Corporation
​363	​0x016B	Qblinks
​364	​0x016C	MYSPHERA
​365	​0x016D	LifeScan Inc
​366	​0x016E	Volantic AB
​367	​0x016F	Podo Labs, Inc
​368	​0x0170	Roche Diabetes Care AG
​369	​0x0171	Amazon Fulfillment Service
​370	​0x0172	Connovate Technology Private Limited
​371	​0x0173	Kocomojo, LLC
​372	​0x0174	Everykey LLC
​373	​0x0175	Dynamic Controls
​374	​0x0176	SentriLock
​375	​0x0177	I-SYST inc.
​376	​0x0178	CASIO COMPUTER CO., LTD.
​377	​0x0179	LAPIS Semiconductor Co., Ltd.
​378	​0x017A	Telemonitor, Inc.
​379	​0x017B	taskit GmbH
​380	​0x017C	Daimler AG
​381	​0x017D	BatAndCat
​382	​0x017E	BluDotz Ltd
​383	​0x017F	XTel ApS
​384	​0x0180	Gigaset Communications GmbH
​385	​0x0181	Gecko Health Innovations, Inc.
​386	​0x0182	HOP Ubiquitous
​387	​0x0183	To Be Assigned
​388	​0x0184	Nectar
​389	​0x0185	bel apps LLC
​390	​0x0186	CORE Lighting Ltd
​391	​0x0187	Seraphim Sense Ltd
​392	​0x0188	Unico RBC
​393	​0x0189	Physical Enterprises Inc.
​394	​0x018A	Able Trend Technology Limited
​395	​0x018B	Konica Minolta, Inc.
​396	​0x018C	Wilo SE
​397	​0x018D	Extron Design Services
​398	​0x018E	Fitbit, Inc.
​399	​0x018F	Fireflies Systems
​400	​0x0190	Intelletto Technologies Inc.
​401	​0x0191	FDK CORPORATION
​402	​0x0192	Cloudleaf, Inc
​403	​0x0193	Maveric Automation LLC
​404	​0x0194	Acoustic Stream Corporation
​405	​0x0195	Zuli
​406	​0x0196	Paxton Access Ltd
​407	​0x0197	WiSilica Inc
​408	​0x0198	Vengit Limited
​409	​0x0199	SALTO SYSTEMS S.L.
​410	​0x019A	TRON Forum (formerly T-Engine Forum)
​411	​0x019B	CUBETECH s.r.o.
​412	​0x019C	Cokiya Incorporated
​413	​0x019D	CVS Health
​414	​0x019E	Ceruus
​415	​0x019F	Strainstall Ltd
​416	​0x01A0	Channel Enterprises (HK) Ltd.
​417	​0x01A1	FIAMM
​418	​0x01A2	GIGALANE.CO.,LTD
​419	​0x01A3	EROAD
​420	​0x01A4	Mine Safety Appliances
​421	​0x01A5	Icon Health and Fitness
​422	​0x01A6	Asandoo GmbH
​423	​0x01A7	ENERGOUS CORPORATION
​424	​0x01A8	Taobao
​425	​0x01A9	Canon Inc.
​426	​0x01AA	Geophysical Technology Inc.
​427	​0x01AB	Facebook, Inc.
​428	​0x01AC	Nipro Diagnostics, Inc.
​429	​0x01AD	FlightSafety International
​430	​0x01AE	Earlens Corporation
​431	​0x01AF	Sunrise Micro Devices, Inc.
​432	​0x01B0	Star Micronics Co., Ltd.
​433	​0x01B1	Netizens Sp. z o.o.
​434	​0x01B2	Nymi Inc.
​435	​0x01B3	Nytec, Inc.
​436	​0x01B4	Trineo Sp. z o.o.
​437	​0x01B5	Nest Labs Inc.
​438	​0x01B6	LM Technologies Ltd
​439	​0x01B7	General Electric Company
​440	​0x01B8	i+D3 S.L.
​441	​0x01B9	HANA Micron
​442	​0x01BA	Stages Cycling LLC
​443	​0x01BB	Cochlear Bone Anchored Solutions AB
​444	​0x01BC	SenionLab AB
​445	​0x01BD	Syszone Co., Ltd
​446	​0x01BE	Pulsate Mobile Ltd.
​447	​0x01BF	Hong Kong HunterSun Electronic Limited
​448	​0x01C0	pironex GmbH
​449	​0x01C1	BRADATECH Corp.
​450	​0x01C2	Transenergooil AG
​451	​0x01C3	Bunch
​452	​0x01C4	DME Microelectronics
​453	​0x01C5	Bitcraze AB
​454	​0x01C6	HASWARE Inc.
​455	​0x01C7	Abiogenix Inc.
​456	​0x01C8	Poly-Control ApS
​457	​0x01C9	Avi-on
​458	​0x01CA	Laerdal Medical AS
​459	​0x01CB	Fetch My Pet
​460	​0x01CC	Sam Labs Ltd.
​461	​0x01CD	Chengdu Synwing Technology Ltd
​462	​0x01CE	HOUWA SYSTEM DESIGN, k.k.
​463	​0x01CF	BSH
​464	​0x01D0	Primus Inter Pares Ltd
​465	​0x01D1	August
​466	​0x01D2	Gill Electronics
​467	​0x01D3	Sky Wave Design
​468	​0x01D4	Newlab S.r.l.
​469	​0x01D5	ELAD srl​
​470	​0x01D6	​G-wearables inc.
​471	​0x01D7	​Squadrone Systems Inc.
​472	​0x01D8	​Code Corporation
​473	​0x01D9	​Savant Systems LLC
​474	​0x01DA	​Logitech International SA
​475	​0x01DB	​Innblue Consulting
​476	​0x01DC	​iParking Ltd.
​477	​0x01DD	​Koninklijke Philips Electronics N.V.
​478	​0x01DE	​Minelab Electronics Pty Limited
​479	​0x01DF	​Bison Group Ltd.
​480	​0x01E0	​Widex A/S
​481	​​0x01E1	​Jolla Ltd
​482	​​0x01E2	​Lectronix, Inc.
​483	​​0x01E3	​Caterpillar Inc
​484	​​0x01E4	​Freedom Innovations
​485	​​0x01E5	​Dynamic Devices Ltd
​486	​​0x01E6	​Technology Solutions (UK) Ltd
​487	​​​0x01E7	​IPS Group Inc.
​488	​​​0x01E8	​STIR
​489	0x01E9​	Sano, Inc​
​490	0x01EA​	Advanced Application Design, Inc.​
​491	0x01EB​	AutoMap LLC​
​492	​0x01EC	​Spreadtrum Communications Shanghai Ltd
​493	​0x01ED	​CuteCircuit LTD
​494	​0x01EE	​Valeo Service
​495	​0x01EF	​Fullpower Technologies, Inc.
​496	​0x01F0	​KloudNation
​497	​0x01F1	​Zebra Technologies Corporation
​498	​0x01F2	​Itron, Inc.
​499	​0x01F3	​The University of Tokyo
​500	​0x01F4	​UTC Fire and Security
​501	​0x01F5	​Cool Webthings Limited
​502	​0x01F6	​DJO Global
​503	​0x01F7	​Gelliner Limited
​504	​0x01F8	​Anyka (Guangzhou) Microelectronics Technology Co, LTD
​505	​0x01F9	​Medtronic, Inc.
​506	​0x01FA	​Gozio, Inc.
​507	​0x01FB	​Form Lifting, LLC
​508	​0x01FC	​Wahoo Fitness, LLC
​509	​0x01FD	​Kontakt Micro-Location Sp. z o.o.
​510	​0x01FE	​Radio System Corporation
​511	​0x01FF	​Freescale Semiconductor, Inc.
​512	​0x0200	​Verifone Systems PTe Ltd. Taiwan Branch
​513	​0x0201	​AR Timing
​514	​0x0202	​Rigado LLC
​515	​0x0203	​Kemppi Oy
​65194	0xFEAA	Google Eddystone
​65535	​0xFFFF	​Special Use
